"","lon","lat","zip","id","result","zipcode"
"1",12.5488375679466,55.6649159756081,1720,10794804,"Sigerstedgade 2, 1705 København V, Denmark"," 1705 "
"2",12.5435314264047,55.6633064196364,1720,6533920,"Ingerslevsgade 188, 1705 København V, Denmark"," 1705 "
"3",12.5551596911765,55.6662670207773,1720,10694872,"Krusågade 20, 1719 København V, Denmark"," 1719 "
"4",12.5511902009111,55.6642982890902,1720,2469122,"Ingerslevsgade 136, 1705 København V, Denmark"," 1705 "
"5",12.5547049254344,55.6672905359591,1720,1517797,"Sønder Blvd. 41, 1720 København V, Denmark"," 1720 "
"6",12.5549701302237,55.6669128365612,1720,6278705,"Krusågade 7, 1719 København V, Denmark"," 1719 "
"7",12.541236333224,55.6633350958369,1720,3745730,"Enghavevej 76, 1674 København V, Denmark"," 1674 "
"8",12.5466722626439,55.6637170491754,1720,1124281,"Ingerslevsgade 162, 1705 København V, Denmark"," 1705 "
"9",12.5501622887602,55.6651030957367,1720,12823067,"Skjalm Hvides Gade 4, 1728 København V, Denmark"," 1728 "
"10",12.542805681566,55.6632258137823,1720,7416326,"Ingerslevsgade 196, 1705 København V, Denmark"," 1705 "
"11",12.5424217785071,55.6644119265268,1720,5450216,"Enghavevej 68, 1674 København V, Denmark"," 1674 "
"12",12.5480269882889,55.6656025769718,1720,13608541,"Flensborggade 57, 1669 København V, Denmark"," 1669 "
"13",12.5536901851135,55.6683862329718,1720,13608691,"Skydebanegade 24, 1709 København V, Denmark"," 1709 "
"14",12.5509708497585,55.6651945338918,1720,6725723,"Asger Rygs Gade 6, 1727 København V, Denmark"," 1727 "
"15",12.5456482439449,55.6655439391018,1720,4955431,"Ny Carlsberg Vej 13, 1760 København V, Denmark"," 1760 "
"16",12.5484261307352,55.6643988699499,1720,1447880,"Knud Lavards Gade 5, 1730 København V, Denmark"," 1730 "
"17",12.5507680912267,55.6652730610243,1720,3010629,"Skjalm Hvides Gade 3, 1728 København V, Denmark"," 1728 "
"18",12.5464589889812,55.6677629792866,1720,1251502,"Ullerupgade 5, 1673 København V, Denmark"," 1673 "
"19",12.5512085653815,55.66534112813,1720,10131075,"Asger Rygs Gade 4, 1727 København V, Denmark"," 1727 "
"20",12.5429109326636,55.6649508869587,1720,6657582,"Enghavevej 64, 1674 København V, Denmark"," 1674 "
"21",12.5514249333376,55.6650118064379,1720,6554284,"Asger Rygs Gade 10, 1727 København V, Denmark"," 1727 "
"22",12.5528985378136,55.6677074488642,1720,4690081,"Dannebrogsgade 50, 1660 København V, Denmark"," 1660 "
"23",12.5512153327677,55.6652358046001,1720,2133373,"Asger Rygs Gade 6, 1727 København V, Denmark"," 1727 "
"24",12.5481183188601,55.666637560301,1720,7670359,"Sankelmarksgade 8, 1676 København V, Denmark"," 1676 "
"25",12.5460201814091,55.6647005654442,1720,11897284,"Sønder Blvd. 94, 1720 København V, Denmark"," 1720 "
"26",12.5466294327281,55.6657326482012,1720,10652749,"Ny Carlsberg Vej 8, 1760 København V, Denmark"," 1760 "
"27",12.5441382027803,55.6659395128896,1720,4426486,"Enghave Pl. 25, 1670 København V, Denmark"," 1670 "
"28",12.54788486855,55.6642851197779,1720,7276276,"Knud Lavards Gade 6, 1730 København V, Denmark"," 1730 "
"29",12.5520318276592,55.66506343383,1720,5506849,"Asger Rygs Gade 13, 1727 København V, Denmark"," 1727 "
"30",12.554869990438,55.6689701674033,1720,3475194,"Skydebanegade 7, 1709 København V, Denmark"," 1709 "
"31",12.5550201770464,55.6676933212216,1720,7996989,"Sønder Blvd. 39, 1720 København V, Denmark"," 1720 "
"32",12.5514637753349,55.6664996600289,1720,3998440,"Saxogade 111, 1662 København V, Denmark"," 1662 "
"33",12.540411703877,55.6524260588416,1720,13468354,"Scandiagade 18, 2450 København SV, Denmark"," 2450 "
"34",12.5492765749239,55.6656013847912,1720,12878513,"Valdemarsgade 72, 1665 København V, Denmark"," 1665 "
"35",12.5542302097631,55.6671083173397,1720,13238942,"Sønder Blvd. 43, 1720 København V, Denmark"," 1720 "
"36",12.5540810134227,55.6668779134981,1720,12582952,"Godsbanegade 1, 1722 København V, Denmark"," 1722 "
"37",12.5481236949276,55.6621320228252,1720,721799,"Otto Busses Vej 6, 2450 København SV, Denmark"," 2450 "
