"","lon","lat","zip","id","result","zipcode"
"1",12.6292662232636,55.6632083920048,2300,8282011,"Øresund Parkvej 14, 2300 København S, Denmark"," 2300 "
"2",12.6225586132546,55.6665429425767,2300,8628762,"Strandlodsvej 11B, 2300 København S, Denmark"," 2300 "
"3",12.6168807147251,55.6515806896363,2300,4106694,"Grækenlandsvej 51, 2300 København S, Denmark"," 2300 "
"4",12.618803156023,55.6552956231411,2300,5974465,"Kastrupvej 63, 2300 København S, Denmark"," 2300 "
"5",12.6062481591588,55.6647964435052,2300,11545017,"Pommernsgade 2, 2300 København S, Denmark"," 2300 "
"6",12.6142137745673,55.6499305446102,2300,8530285,"Obdams Allé 4, 2300 København S, Denmark"," 2300 "
"7",12.6299413374985,55.6630410420377,2300,10266363,"Sundby Parkvej 12, 2300 København S, Denmark"," 2300 "
"8",12.617469801432,55.6637921470281,2300,7677629,"Bremensgade 48, 2300 København S, Denmark"," 2300 "
"9",12.6343593433195,55.658485464526,2300,11216561,"Amager Strandvej 150-152, 2300 København, Denmark"," 2300 "
"10",12.6091768992106,55.6613060681151,2300,8627879,"Frankrigsgade 28, 2300 København S, Denmark"," 2300 "
"11",12.6065438821485,55.6637401734478,2300,13510298,"Geislersgade 17, 2300 København S, Denmark"," 2300 "
"12",12.6053658065779,55.661424880174,2300,11118222,"Oliebladsgade 7, 2300 København S, Denmark"," 2300 "
"13",12.6144187474914,55.6647654958879,2300,3753571,"Serbiensgade 5, 2300 København S, Denmark"," 2300 "
"14",12.6028638964892,55.6678950012046,2300,12690943,"Store Mølle Vej 42, 2300 København S, Denmark"," 2300 "
"15",12.6239335348605,55.6593384533901,2300,6497760,"Genuavej 15, 2300 København S, Denmark"," 2300 "
"16",12.6173552502485,55.6623575810829,2300,3622673,"Lergravsvej 14, 2300 København S, Denmark"," 2300 "
"17",12.6212126663073,55.6630712330166,2300,13314653,"Sundparken 34, 2300 København S, Denmark"," 2300 "
"18",12.6241443913593,55.6488817845325,2300,3418715,"Ceylonvej 9, 2300 København S, Denmark"," 2300 "
"19",12.602895308707,55.6679097351882,2300,8529963,"Store Mølle Vej 44, 2300 København S, Denmark"," 2300 "
"20",12.6130221440074,55.6641571885776,2300,10388991,"Ungarnsgade 34, 2300 København S, Denmark"," 2300 "
"21",12.6018181541367,55.6679617317201,2300,7822329,"Store Mølle Vej 17, 2300 København, Denmark"," 2300 "
"22",12.6011856270205,55.6690631798348,2300,9086982,"Kløvermarksvej 2, 2300 København S, Denmark"," 2300 "
"23",12.6064548524198,55.668017769617,2300,1779159,"Vermlandsgade 50, 2300 København S, Denmark"," 2300 "
"24",12.6027049594967,55.6645567427885,2300,11314640,"Nordlandsgade 7, 2300 København S, Denmark"," 2300 "
"25",12.6174414509919,55.6677829174216,2300,8070413,"Holmbladsgade 113, 2300 København S, Denmark"," 2300 "
"26",12.6299020441714,55.6623195615969,2300,7480590,"Sundby Parkvej 2, 2300 København S, Denmark"," 2300 "
"27",12.6070226530768,55.6631777263351,2300,5566677,"Frankrigshusene 24, 2300 København S, Denmark"," 2300 "
"28",12.625337895277,55.6602727455778,2300,5743818,"Strandlodsvej 92, 2300 København S, Denmark"," 2300 "
"29",12.5991556761185,55.6672044683105,2300,11248834,"Store Mølle Vej 5, 2300 København S, Denmark"," 2300 "
"30",12.6031412836406,55.6636597414997,2300,12502652,"Nordlandsgade 18, 2300 København S, Denmark"," 2300 "
"31",12.6047795456137,55.6654740418147,2300,2859992,"Christian Svendsens Gade 2, 2300 København S, Denmark"," 2300 "
"32",12.6101977608265,55.6641816465356,2300,6831363,"Lyneborggade 22, 2300 København S, Denmark"," 2300 "
"33",12.6153181930626,55.6641853443399,2300,8987500,"Polensgade 32, 2300 København S, Denmark"," 2300 "
"34",12.6127701605412,55.6615361357168,2300,10494796,"Wittenberggade 29, 2300 København S, Denmark"," 2300 "
"35",12.6194661857479,55.6592452822769,2300,13247258,"Marengovej 7, 2300 København S, Denmark"," 2300 "
"36",12.6135284602424,55.6519811384452,2300,3581365,"Parmagade 8A, 2300 København S, Denmark"," 2300 "
"37",12.6238830468741,55.6601302630205,2300,5907195,"Milanovej 14, 2300 København S, Denmark"," 2300 "
"38",12.6236744902565,55.6536800135922,2300,2792486,"Kretavej 49, 2300 København S, Denmark"," 2300 "
"39",12.6111551193505,55.6579623054546,2300,2965975,"Strickersvej 10, 2300 København S, Denmark"," 2300 "
"40",12.6307860642337,55.6495248443745,2300,1267085,"Koreavej 20, 2300 København S, Denmark"," 2300 "
"41",12.6181746883146,55.6602275278215,2300,1810626,"Backersvej 10, 2300 København S, Denmark"," 2300 "
"42",12.6200262058133,55.6612891018107,2300,7152757,"Øresundsvej 96, 2300 København S, Denmark"," 2300 "
"43",12.6125544846241,55.6651041762556,2300,13050964,"Ungarnsgade 18, 2300 København S, Denmark"," 2300 "
"44",12.6268582944925,55.6634990500107,2300,4170774,"Lergravsvej 62, 2300 København S, Denmark"," 2300 "
"45",12.6211773331353,55.6617373483288,2300,8528909,"Sundparken 2, 2300 København S, Denmark"," 2300 "
"46",12.616453733327,55.6679188919778,2300,1951247,"Poppelrækken 7, 2300 København S, Denmark"," 2300 "
"47",12.6066359289288,55.6645186632934,2300,4628567,"Pommernsgade 8, 2300 København S, Denmark"," 2300 "
"48",12.6174187116823,55.6648507365642,2300,12886088,"Græsvænget, 2300 København S, Denmark"," 2300 "
"49",12.6072356633906,55.6643208331582,2300,5513246,"Pommernsgade 13, 2300 København S, Denmark"," 2300 "
"50",12.6267956619119,55.6650413123564,2300,7675928,"Ved Amagerbanen 39, 2300 København S, Denmark"," 2300 "
"51",12.6152554884091,55.6620511117327,2300,4202488,"Lergravsvej 9, 2300 København S, Denmark"," 2300 "
"52",12.5986024843109,55.6670098257273,2300,13508581,"Store Mølle Vej 3, 2300 København S, Denmark"," 2300 "
"53",12.6178605519903,55.6513443445208,2300,3780590,"Rodosvej 51, 2300 København S, Denmark"," 2300 "
